@babel/code-frame,7.8.3,MIT
@babel/compat-data,7.8.5,MIT
@babel/core,7.8.4,MIT
@babel/generator,7.8.4,MIT
@babel/helper-annotate-as-pure,7.8.3,MIT
@babel/helper-builder-binary-assignment-operator-visitor,7.8.3,MIT
@babel/helper-call-delegate,7.8.3,MIT
@babel/helper-compilation-targets,7.8.4,MIT
@babel/helper-create-class-features-plugin,7.8.3,MIT
@babel/helper-create-regexp-features-plugin,7.8.3,MIT
@babel/helper-define-map,7.8.3,MIT
@babel/helper-explode-assignable-expression,7.8.3,MIT
@babel/helper-function-name,7.8.3,MIT
@babel/helper-get-function-arity,7.8.3,MIT
@babel/helper-hoist-variables,7.8.3,MIT
@babel/helper-member-expression-to-functions,7.8.3,MIT
@babel/helper-module-imports,7.8.3,MIT
@babel/helper-module-transforms,7.8.3,MIT
@babel/helper-optimise-call-expression,7.8.3,MIT
@babel/helper-plugin-utils,7.8.3,MIT
@babel/helper-regex,7.8.3,MIT
@babel/helper-remap-async-to-generator,7.8.3,MIT
@babel/helper-replace-supers,7.8.3,MIT
@babel/helper-simple-access,7.8.3,MIT
@babel/helper-split-export-declaration,7.8.3,MIT
@babel/helper-wrap-function,7.8.3,MIT
@babel/helpers,7.8.4,MIT
@babel/highlight,7.8.3,MIT
@babel/parser,7.8.4,MIT
@babel/plugin-proposal-async-generator-functions,7.8.3,MIT
@babel/plugin-proposal-class-properties,7.8.3,MIT
@babel/plugin-proposal-dynamic-import,7.8.3,MIT
@babel/plugin-proposal-json-strings,7.8.3,MIT
@babel/plugin-proposal-nullish-coalescing-operator,7.8.3,MIT
@babel/plugin-proposal-object-rest-spread,7.8.3,MIT
@babel/plugin-proposal-optional-catch-binding,7.8.3,MIT
@babel/plugin-proposal-optional-chaining,7.8.3,MIT
@babel/plugin-proposal-private-methods,7.8.3,MIT
@babel/plugin-proposal-unicode-property-regex,7.8.3,MIT
@babel/plugin-syntax-async-generators,7.8.4,MIT
@babel/plugin-syntax-dynamic-import,7.8.3,MIT
@babel/plugin-syntax-import-meta,7.8.3,MIT
@babel/plugin-syntax-json-strings,7.8.3,MIT
@babel/plugin-syntax-nullish-coalescing-operator,7.8.3,MIT
@babel/plugin-syntax-object-rest-spread,7.8.3,MIT
@babel/plugin-syntax-optional-catch-binding,7.8.3,MIT
@babel/plugin-syntax-optional-chaining,7.8.3,MIT
@babel/plugin-syntax-top-level-await,7.8.3,MIT
@babel/plugin-transform-arrow-functions,7.8.3,MIT
@babel/plugin-transform-async-to-generator,7.8.3,MIT
@babel/plugin-transform-block-scoped-functions,7.8.3,MIT
@babel/plugin-transform-block-scoping,7.8.3,MIT
@babel/plugin-transform-classes,7.8.3,MIT
@babel/plugin-transform-computed-properties,7.8.3,MIT
@babel/plugin-transform-destructuring,7.8.3,MIT
@babel/plugin-transform-dotall-regex,7.8.3,MIT
@babel/plugin-transform-duplicate-keys,7.8.3,MIT
@babel/plugin-transform-exponentiation-operator,7.8.3,MIT
@babel/plugin-transform-for-of,7.8.4,MIT
@babel/plugin-transform-function-name,7.8.3,MIT
@babel/plugin-transform-literals,7.8.3,MIT
@babel/plugin-transform-member-expression-literals,7.8.3,MIT
@babel/plugin-transform-modules-amd,7.8.3,MIT
@babel/plugin-transform-modules-commonjs,7.8.3,MIT
@babel/plugin-transform-modules-systemjs,7.8.3,MIT
@babel/plugin-transform-modules-umd,7.8.3,MIT
@babel/plugin-transform-named-capturing-groups-regex,7.8.3,MIT
@babel/plugin-transform-new-target,7.8.3,MIT
@babel/plugin-transform-object-super,7.8.3,MIT
@babel/plugin-transform-parameters,7.8.4,MIT
@babel/plugin-transform-property-literals,7.8.3,MIT
@babel/plugin-transform-regenerator,7.8.3,MIT
@babel/plugin-transform-reserved-words,7.8.3,MIT
@babel/plugin-transform-shorthand-properties,7.8.3,MIT
@babel/plugin-transform-spread,7.8.3,MIT
@babel/plugin-transform-sticky-regex,7.8.3,MIT
@babel/plugin-transform-template-literals,7.8.3,MIT
@babel/plugin-transform-typeof-symbol,7.8.4,MIT
@babel/plugin-transform-unicode-regex,7.8.3,MIT
@babel/preset-env,7.8.4,MIT
@babel/standalone,7.8.3,MIT
@babel/template,7.8.3,MIT
@babel/traverse,7.8.4,MIT
@babel/types,7.8.3,MIT
@braintree/sanitize-url,3.1.0,MIT
@gitlab/at.js,1.5.5,MIT
@gitlab/svgs,1.113.0,MIT
@gitlab/ui,9.29.0,MIT
@gitlab/visual-review-tools,1.5.1,MIT
@gitlab/vue-toasted,1.3.0,MIT
@nuxt/opencollective,0.3.0,MIT
@sentry/browser,5.10.2,New BSD
@sentry/core,5.10.2,New BSD
@sentry/hub,5.10.2,New BSD
@sentry/minimal,5.10.2,New BSD
@sentry/types,5.10.0,New BSD
@sentry/utils,5.10.2,New BSD
@sourcegraph/code-host-integration,0.0.31,Apache 2.0
@types/anymatch,1.3.0,MIT
@types/node,10.12.9,MIT
@types/tapable,1.0.4,MIT
@types/uglify-js,3.0.4,MIT
@types/webpack,4.4.23,MIT
@types/zen-observable,0.8.0,MIT
@vue/component-compiler-utils,3.1.1,MIT
@webassemblyjs/ast,1.8.5,MIT
@webassemblyjs/floating-point-hex-parser,1.8.5,MIT
@webassemblyjs/helper-api-error,1.8.5,MIT
@webassemblyjs/helper-buffer,1.8.5,MIT
@webassemblyjs/helper-code-frame,1.8.5,MIT
@webassemblyjs/helper-fsm,1.8.5,ISC
@webassemblyjs/helper-module-context,1.8.5,MIT
@webassemblyjs/helper-wasm-bytecode,1.8.5,MIT
@webassemblyjs/helper-wasm-section,1.8.5,MIT
@webassemblyjs/ieee754,1.8.5,MIT
@webassemblyjs/leb128,1.8.5,MIT
@webassemblyjs/utf8,1.8.5,MIT
@webassemblyjs/wasm-edit,1.8.5,MIT
@webassemblyjs/wasm-gen,1.8.5,MIT
@webassemblyjs/wasm-opt,1.8.5,MIT
@webassemblyjs/wasm-parser,1.8.5,MIT
@webassemblyjs/wast-parser,1.8.5,MIT
@webassemblyjs/wast-printer,1.8.5,MIT
@wry/context,0.4.4,MIT
@wry/equality,0.1.9,MIT
@xtuc/ieee754,1.2.0,New BSD
@xtuc/long,4.2.2,Apache 2.0
RedCloth,4.3.2,MIT
abbrev,1.0.9,ISC
accepts,1.3.7,MIT
ace-rails-ap,4.1.2,MIT
acme-client,2.0.5,MIT
acorn,6.3.0,MIT
acorn-walk,6.2.0,MIT
actioncable,6.0.2,MIT
actionmailbox,6.0.2,MIT
actionmailer,6.0.2,MIT
actionpack,6.0.2,MIT
actiontext,6.0.2,MIT
actionview,6.0.2,MIT
activejob,6.0.2,MIT
activemodel,6.0.2,MIT
activerecord,6.0.2,MIT
activerecord-explain-analyze,0.1.0,MIT
activestorage,6.0.2,MIT
activesupport,6.0.2,MIT
acts-as-taggable-on,6.5.0,MIT
addressable,2.7.0,Apache 2.0
aes_key_wrap,1.0.1,MIT
aggregate-error,3.0.1,MIT
ajv,6.11.0,MIT
ajv-errors,1.0.0,MIT
ajv-keywords,3.4.1,MIT
akismet,3.0.0,MIT
ansi-colors,3.2.4,MIT
ansi-regex,2.1.1,MIT
ansi-regex,3.0.0,MIT
ansi-regex,4.1.0,MIT
ansi-styles,2.2.1,MIT
ansi-styles,3.2.1,MIT
anymatch,2.0.0,ISC
apollo-cache,1.3.2,MIT
apollo-cache-inmemory,1.6.3,MIT
apollo-client,2.6.4,MIT
apollo-link,1.2.11,MIT
apollo-link-batch,1.1.12,MIT
apollo-link-batch-http,1.2.11,MIT
apollo-link-http-common,0.2.13,MIT
apollo-upload-client,10.0.0,MIT
apollo-utilities,1.3.2,MIT
apollo_upload_server,2.0.0.beta.3,MIT
aproba,1.2.0,ISC
are-we-there-yet,1.1.5,ISC
argparse,1.0.10,MIT
arr-diff,4.0.0,MIT
arr-flatten,1.1.0,MIT
arr-union,3.1.0,MIT
array-flatten,1.1.1,MIT
array-union,1.0.2,MIT
array-uniq,1.0.3,MIT
array-unique,0.3.2,MIT
asana,0.9.3,MIT
asciidoctor,2.0.10,MIT
asciidoctor-include-ext,0.3.1,MIT
asciidoctor-plantuml,0.0.10,MIT
asn1.js,4.10.1,MIT
assert,1.4.1,MIT
assign-symbols,1.0.0,MIT
async-each,1.0.3,MIT
async-limiter,1.0.0,MIT
atlassian-jwt,0.2.0,Apache 2.0
atob,2.1.2,(MIT OR Apache-2.0)
attr_encrypted,3.1.0,MIT
attr_required,1.0.1,MIT
autosize,4.0.2,MIT
aws-eventstream,1.0.3,Apache 2.0
aws-sdk,2.11.374,Apache 2.0
aws-sdk,2.637.0,Apache 2.0
aws-sdk-core,2.11.374,Apache 2.0
aws-sdk-resources,2.11.374,Apache 2.0
aws-sigv4,1.1.0,Apache 2.0
axiom-types,0.1.1,MIT
axios,0.19.0,MIT
babel-code-frame,6.26.0,MIT
babel-loader,8.0.6,MIT
babel-plugin-dynamic-import-node,2.3.0,MIT
babel-plugin-lodash,3.3.4,MIT
babosa,1.0.2,MIT
balanced-match,1.0.0,MIT
base,0.11.2,MIT
base32,0.3.2,MIT
base64-js,1.2.3,MIT
batch-loader,1.4.0,MIT
bcrypt,3.1.12,MIT
bcrypt_pbkdf,1.0.0,MIT
benchmark-memory,0.1.2,MIT
bfj,6.1.1,MIT
big.js,5.2.2,MIT
binary-extensions,1.11.0,MIT
binaryextensions,2.1.1,MIT
bindata,2.4.3,ruby
bluebird,3.5.5,MIT
bn.js,4.11.8,MIT
body-parser,1.19.0,MIT
bootsnap,1.4.6,MIT
bootstrap,4.3.1,MIT
bootstrap-vue,2.1.0,MIT
bootstrap_form,4.2.0,MIT
brace-expansion,1.1.11,MIT
braces,2.3.2,MIT
brorand,1.1.0,MIT
browser,2.5.3,MIT
browserify-aes,1.1.1,MIT
browserify-cipher,1.0.0,MIT
browserify-des,1.0.0,MIT
browserify-rsa,4.0.1,MIT
browserify-sign,4.0.4,ISC
browserify-zlib,0.2.0,MIT
browserslist,4.8.7,MIT
bs-logger,0.2.6,MIT
buffer,4.9.1,MIT
buffer-from,1.1.1,MIT
buffer-json,2.0.0,MIT
buffer-xor,1.0.3,MIT
builder,3.2.4,MIT
builtin-status-codes,3.0.0,MIT
bytes,3.1.0,MIT
cacache,12.0.3,ISC
cacache,13.0.1,ISC
cache-base,1.0.1,MIT
cache-loader,4.1.0,MIT
camel-case,3.0.0,MIT
camelcase,4.1.0,MIT
camelcase,5.3.1,MIT
caniuse-lite,1.0.30001030,CC-BY-4.0
carrierwave,1.3.1,MIT
cause,0.1,MIT
chalk,1.1.3,MIT
chalk,2.4.2,MIT
character_set,1.1.2,MIT
charlock_holmes,0.7.6,MIT
chart.js,2.7.2,MIT
chartjs-color,2.2.0,MIT
chartjs-color-string,0.5.0,MIT
check-types,7.3.0,MIT
chokidar,2.1.8,MIT
chownr,1.1.3,ISC
chrome-trace-event,1.0.2,MIT
chunky_png,1.3.5,MIT
cipher-base,1.0.4,MIT
citrus,3.0.2,MIT
class-utils,0.3.6,MIT
classlist-polyfill,1.2.0,Unlicense
clean-css,4.2.1,MIT
clean-stack,2.2.0,MIT
clipboard,1.7.1,MIT
cliui,5.0.0,ISC
code-point-at,1.1.0,MIT
codesandbox-api,0.0.23,MIT
codesandbox-import-util-types,1.2.11,LGPL
codesandbox-import-utils,1.2.11,LGPL
coercible,1.0.0,MIT
collection-visit,1.0.0,MIT
color-convert,0.5.3,MIT
color-convert,1.9.3,MIT
color-name,1.1.3,MIT
commander,2.20.0,MIT
commondir,1.0.1,MIT
commonmarker,0.20.1,MIT
component-emitter,1.2.1,MIT
compression-webpack-plugin,3.0.1,MIT
concat-map,0.0.1,MIT
concat-stream,1.6.2,MIT
config-chain,1.1.12,MIT
connection_pool,2.2.2,MIT
consola,2.10.1,MIT
console-browserify,1.1.0,MIT
console-control-strings,1.1.0,ISC
consolidate,0.15.1,MIT
constants-browserify,1.0.0,MIT
content-disposition,0.5.3,MIT
content-type,1.0.4,MIT
contracts,0.11.0,BSD
convert-source-map,1.7.0,MIT
cookie,0.4.0,MIT
cookie-signature,1.0.6,MIT
copy-concurrently,1.0.5,ISC
copy-descriptor,0.1.1,MIT
copy-to-clipboard,3.2.0,MIT
copy-webpack-plugin,5.1.1,MIT
core-js,2.3.0,MIT
core-js,3.6.4,MIT
core-js-compat,3.6.4,MIT
core-util-is,1.0.2,MIT
countries,3.0.0,MIT
crack,0.4.3,MIT
crass,1.0.6,MIT
create-ecdh,4.0.0,MIT
create-hash,1.1.3,MIT
create-hmac,1.1.6,MIT
creole,0.5.0,ruby
cropper,2.3.0,MIT
cross-spawn,6.0.5,MIT
crypto-browserify,3.12.0,MIT
crypto-random-string,3.0.1,MIT
css-b64-images,0.2.5,MIT
css-loader,1.0.1,MIT
css-selector-tokenizer,0.7.2,MIT
css_parser,1.7.0,MIT
cssesc,3.0.0,MIT
cyclist,0.2.2,MIT*
d3,4.13.0,New BSD
d3,5.15.0,New BSD
d3-array,1.2.1,New BSD
d3-axis,1.0.8,New BSD
d3-brush,1.0.4,New BSD
d3-chord,1.0.4,New BSD
d3-collection,1.0.4,New BSD
d3-color,1.0.3,New BSD
d3-contour,1.3.2,New BSD
d3-dispatch,1.0.3,New BSD
d3-drag,1.2.1,New BSD
d3-dsv,1.0.8,New BSD
d3-ease,1.0.3,New BSD
d3-fetch,1.1.2,New BSD
d3-force,1.1.0,New BSD
d3-format,1.2.2,New BSD
d3-geo,1.9.1,New BSD
d3-hierarchy,1.1.5,New BSD
d3-interpolate,1.1.6,New BSD
d3-path,1.0.5,New BSD
d3-polygon,1.0.3,New BSD
d3-quadtree,1.0.3,New BSD
d3-queue,3.0.7,New BSD
d3-random,1.1.0,New BSD
d3-request,1.0.6,New BSD
d3-scale,1.0.7,New BSD
d3-scale,2.2.2,New BSD
d3-scale-chromatic,1.3.3,New BSD
d3-selection,1.3.0,New BSD
d3-shape,1.2.0,New BSD
d3-time,1.0.8,New BSD
d3-time-format,2.1.1,New BSD
d3-timer,1.0.7,New BSD
d3-transition,1.1.1,New BSD
d3-voronoi,1.1.2,New BSD
d3-zoom,1.7.1,New BSD
dagre,0.8.5,MIT
dagre-d3,0.6.4,MIT
date-now,0.1.4,MIT
dateformat,3.0.3,MIT
de-indent,1.0.2,MIT
debug,2.6.9,MIT
debug,3.1.0,MIT
debug,3.2.6,MIT
debug,4.1.1,MIT
decamelize,1.2.0,MIT
deckar01-task_list,2.3.1,MIT
declarative,0.0.10,MIT
declarative-option,0.1.0,MIT
decode-uri-component,0.2.0,MIT
deep-extend,0.6.0,MIT
default_value_for,3.3.0,MIT
define-properties,1.1.3,MIT
define-property,0.2.5,MIT
define-property,1.0.0,MIT
define-property,2.0.2,MIT
delegate,3.1.2,MIT
delegates,1.0.0,MIT
depd,1.1.2,MIT
des.js,1.0.0,MIT
descendants_tracker,0.0.4,MIT
destroy,1.0.4,MIT
detect-file,1.0.0,MIT
detect-libc,1.0.3,Apache 2.0
device_detector,1.0.0,LGPL
devise,4.7.1,MIT
devise-two-factor,3.1.0,MIT
diff,3.5.0,New BSD
diff_match_patch,0.1.0,MIT
diffie-hellman,5.0.2,MIT
diffy,3.3.0,MIT
dir-glob,2.2.2,MIT
discordrb-webhooks-blackst0ne,3.3.0,MIT
document-register-element,1.14.3,ISC
dom-serializer,0.2.2,MIT
domain-browser,1.1.7,MIT
domain_name,0.5.20180417,"Simplified BSD,New BSD,Mozilla Public License 2.0"
domelementtype,2.0.1,Simplified BSD
domhandler,3.0.0,Simplified BSD
domutils,2.0.0,Simplified BSD
doorkeeper,5.0.2,MIT
doorkeeper-openid_connect,1.6.3,MIT
dropzone,4.2.0,MIT
duplexer,0.1.1,MIT
duplexify,3.7.1,MIT
echarts,4.6.0,Apache 2.0
ed25519,1.2.4,MIT
editions,1.3.4,MIT
editorconfig,0.15.3,MIT
ee-first,1.1.1,MIT
ejs,2.6.1,Apache 2.0
elasticsearch,6.8.0,Apache 2.0
elasticsearch-api,6.8.0,Apache 2.0
elasticsearch-model,6.1.0,Apache 2.0
elasticsearch-rails,6.1.0,Apache 2.0
elasticsearch-transport,6.8.0,Apache 2.0
electron-to-chromium,1.3.360,ISC
elliptic,6.4.0,MIT
email_reply_trimmer,0.1.6,MIT
emoji-regex,7.0.3,MIT
emoji-unicode-version,0.2.1,MIT
emojis-list,2.1.0,MIT
emojis-list,3.0.0,MIT
encodeurl,1.0.2,MIT
encryptor,3.0.0,MIT
end-of-stream,1.4.1,MIT
enhanced-resolve,4.1.0,MIT
entities,1.1.1,Simplified BSD
entities,2.0.0,Simplified BSD
equalizer,0.0.11,MIT
errno,0.1.7,MIT
erubi,1.9.0,MIT
es6-promise,3.0.2,MIT
escape-html,1.0.3,MIT
escape-string-regexp,1.0.5,MIT
escape_utils,1.2.1,MIT
escaper,2.5.3,MIT
eslint-scope,4.0.3,Simplified BSD
esrecurse,4.2.1,Simplified BSD
estraverse,4.2.0,Simplified BSD
esutils,2.0.3,Simplified BSD
et-orbi,1.2.1,MIT
etag,1.8.1,MIT
eve-raphael,0.5.0,Apache 2.0
events,1.1.1,MIT
events,3.0.0,MIT
evp_bytestokey,1.0.3,MIT
excon,0.71.1,MIT
execa,1.0.0,MIT
execjs,2.6.0,MIT
expand-brackets,2.1.4,MIT
expand-tilde,2.0.2,MIT
exports-loader,0.7.0,MIT
express,4.17.1,MIT
expression_parser,0.9.0,MIT
extend-shallow,2.0.1,MIT
extend-shallow,3.0.2,MIT
extglob,2.0.4,MIT
extract-files,5.0.1,MIT
faraday,0.15.4,MIT
faraday_middleware,0.12.2,MIT
faraday_middleware-aws-signers-v4,0.1.7,MIT
faraday_middleware-multi_json,0.0.6,MIT
fast-deep-equal,3.1.1,MIT
fast-json-stable-stringify,2.0.0,MIT
fast_blank,1.0.0,MIT
fast_gettext,1.6.0,"MIT,ruby"
fastparse,1.1.2,MIT
fault,1.0.2,MIT
ffi,1.11.3,New BSD
ffi-compiler,1.0.1,Apache 2.0
figgy-pudding,3.5.1,ISC
file-loader,5.1.0,MIT
filesize,3.6.1,New BSD
fill-range,4.0.0,MIT
finalhandler,1.1.2,MIT
find-cache-dir,2.1.0,MIT
find-cache-dir,3.0.0,MIT
find-up,3.0.0,MIT
find-up,4.1.0,MIT
findup-sync,3.0.0,MIT
flipper,0.17.1,MIT
flipper-active_record,0.17.1,MIT
flipper-active_support_cache_store,0.17.1,MIT
flowdock,0.7.1,MIT
flush-write-stream,1.1.1,MIT
fog-aliyun,0.3.3,MIT
fog-aws,3.5.2,MIT
fog-core,2.1.0,MIT
fog-google,1.9.1,MIT
fog-json,1.2.0,MIT
fog-local,0.6.0,MIT
fog-openstack,1.0.8,MIT
fog-rackspace,0.1.1,MIT
fog-xml,0.1.3,MIT
follow-redirects,1.5.10,MIT
font-awesome-rails,4.7.0.5,"MIT,SIL Open Font License"
for-in,1.0.2,MIT
format,0.2.2,MIT
formatador,0.2.5,MIT
formdata-polyfill,3.0.19,MIT
forwarded,0.1.2,MIT
fragment-cache,0.2.1,MIT
fresh,0.5.2,MIT
from2,2.3.0,MIT
fs-minipass,1.2.6,ISC
fs-minipass,2.0.0,ISC
fs-write-stream-atomic,1.0.10,ISC
fs.realpath,1.0.0,ISC
fsevents,1.2.9,MIT
fugit,1.2.1,MIT
function-bind,1.1.1,MIT
fuzzaldrin-plus,0.6.0,MIT
gauge,2.7.4,ISC
gemojione,3.3.0,MIT
gensync,1.0.0-beta.1,MIT
get-caller-file,2.0.5,ISC
get-stream,4.1.0,MIT
get-value,2.0.6,MIT
get_process_mem,0.2.5,MIT
gettext_i18n_rails,1.8.0,MIT
gettext_i18n_rails_js,1.3.0,MIT
gitaly,12.9.0.pre.rc4,MIT
github-markup,1.7.0,MIT
gitlab-chronic,0.10.5,MIT
gitlab-derailed_benchmarks,1.6.1,MIT
gitlab-labkit,0.11.0,MIT
gitlab-license,1.0.0,MIT
gitlab-mail_room,0.0.3,MIT
gitlab-markup,1.7.0,MIT
gitlab-net-dns,0.9.1,ruby
gitlab-puma,4.3.3.gitlab.2,New BSD
gitlab-puma_worker_killer,0.1.1.gitlab.1,MIT
gitlab-sidekiq-fetcher,0.5.2,LGPL
gitlab_chronic_duration,0.10.6.2,MIT
gitlab_omniauth-ldap,2.1.1,MIT
glob,7.1.6,ISC
glob-parent,3.1.0,ISC
global-modules,1.0.0,MIT
global-modules,2.0.0,MIT
global-prefix,1.0.2,MIT
global-prefix,3.0.0,MIT
globalid,0.4.2,MIT
globals,11.12.0,MIT
globby,7.1.1,MIT
gon,6.2.0,MIT
good-listener,1.2.2,MIT
google-api-client,0.23.4,Apache 2.0
google-protobuf,3.8.0,New BSD
googleapis-common-protos-types,1.0.4,Apache 2.0
googleauth,0.6.6,Apache 2.0
gpgme,2.0.20,LGPL-2.1+
graceful-fs,4.2.3,ISC
grape,1.1.0,MIT
grape-entity,0.7.1,MIT
grape-path-helpers,1.2.0,MIT
grape_logging,1.8.3,MIT
graphiql-rails,1.4.10,MIT
graphlib,2.1.8,MIT
graphql,1.9.19,MIT
graphql,14.0.2,MIT
grpc,1.24.0,Apache 2.0
gssapi,1.2.0,MIT
gzip-size,5.0.0,MIT
hamlit,2.11.0,MIT
hangouts-chat,0.0.5,MIT
has-ansi,2.0.0,MIT
has-flag,3.0.0,MIT
has-symbols,1.0.1,MIT
has-unicode,2.0.1,ISC
has-value,0.3.1,MIT
has-value,1.0.0,MIT
has-values,0.1.4,MIT
has-values,1.0.0,MIT
hash-base,2.0.2,MIT
hash-base,3.0.4,MIT
hash-sum,1.0.2,MIT
