@babel/code-frame,7.8.3,MIT
hash.js,1.1.3,MIT
hashie,3.6.0,MIT
hashie-forbidden_attributes,0.1.1,MIT
he,1.2.0,MIT
health_check,2.6.0,MIT
heapy,0.1.4,MIT
highlight.js,9.13.1,New BSD
hipchat,1.5.2,MIT
hmac-drbg,1.0.1,MIT
homedir-polyfill,1.0.1,MIT
hoopy,0.1.4,MIT
html-minifier,4.0.0,MIT
html-pipeline,2.12.2,MIT
html2text,0.2.0,MIT
htmlentities,4.3.4,MIT
htmlparser2,4.1.0,MIT
http,4.2.0,MIT
http-cookie,1.0.3,MIT
http-errors,1.7.2,MIT
http-form_data,2.1.1,MIT
http-parser,1.2.1,MIT
httparty,0.16.4,MIT
httpclient,2.8.3,ruby
https-browserify,1.0.0,MIT
i18n,1.8.2,MIT
i18n_data,0.8.0,MIT
icalendar,2.4.1,ruby
ice_nine,0.11.2,MIT
iconv-lite,0.4.24,MIT
icss-replace-symbols,1.1.0,ISC
icss-utils,2.1.0,ISC
ieee754,1.1.13,New BSD
iferr,0.1.5,MIT
ignore,3.3.10,MIT
ignore-walk,3.0.1,ISC
immediate,3.0.6,MIT
immer,5.2.1,MIT
import-local,2.0.0,MIT
imports-loader,0.8.0,MIT
imurmurhash,0.1.4,MIT
indent-string,4.0.0,MIT
indexes-of,1.0.1,MIT
infer-owner,1.0.4,ISC
inflight,1.0.6,ISC
influxdb,0.2.3,MIT
inherits,2.0.1,ISC
inherits,2.0.3,ISC
ini,1.3.5,ISC
interpret,1.2.0,MIT
invariant,2.2.4,MIT
invert-kv,2.0.0,MIT
invisible_captcha,0.12.1,MIT
ipaddr.js,1.9.0,MIT
ipaddress,0.8.3,MIT
is-accessor-descriptor,0.1.6,MIT
is-accessor-descriptor,1.0.0,MIT
is-binary-path,1.0.1,MIT
is-buffer,1.1.6,MIT
is-buffer,2.0.3,MIT
is-data-descriptor,0.1.4,MIT
is-data-descriptor,1.0.0,MIT
is-descriptor,0.1.6,MIT
is-descriptor,1.0.2,MIT
is-extendable,0.1.1,MIT
is-extendable,1.0.1,MIT
is-extglob,2.1.1,MIT
is-fullwidth-code-point,1.0.0,MIT
is-fullwidth-code-point,2.0.0,MIT
is-glob,3.1.0,MIT
is-glob,4.0.1,MIT
is-number,3.0.0,MIT
is-plain-object,2.0.4,MIT
is-regexp,1.0.0,MIT
is-stream,1.1.0,MIT
is-windows,1.0.2,MIT
is-wsl,1.1.0,MIT
isarray,1.0.0,MIT
isexe,2.0.0,ISC
isobject,2.1.0,MIT
isobject,3.0.1,MIT
istextorbinary,2.2.1,MIT
iterall,1.2.2,MIT
jaeger-client,0.10.0,MIT
jed,1.1.1,MIT
jest-transform-graphql,2.1.0,ISC
jira-ruby,1.7.1,MIT
jmespath,0.15.0,Apache 2.0
jmespath,1.4.0,Apache 2.0
jquery,3.4.1,MIT
jquery-ujs,1.2.2,MIT
jquery.caret,0.3.1,MIT
jquery.waitforimages,2.2.0,MIT
js-beautify,1.10.3,MIT
js-cookie,2.2.1,MIT
js-tokens,3.0.2,MIT
js-tokens,4.0.0,MIT
js_regex,3.1.1,MIT
jsesc,0.5.0,MIT
jsesc,2.5.2,MIT
json,1.8.6,ruby
json-jwt,1.11.0,MIT
json-parse-better-errors,1.0.2,MIT
json-schema-traverse,0.4.1,MIT
json5,1.0.1,MIT
json5,2.1.0,MIT
jszip,3.1.3,(MIT OR GPL-3.0)
jszip-utils,0.0.2,MIT or GPLv3
jwt,2.1.0,MIT
kaminari,1.0.1,MIT
kaminari-actionview,1.0.1,MIT
kaminari-activerecord,1.0.1,MIT
kaminari-core,1.0.1,MIT
katex,0.10.0,MIT
kgio,2.11.2,LGPL-2.1+
kind-of,3.2.2,MIT
kind-of,4.0.0,MIT
kind-of,5.1.0,MIT
kind-of,6.0.2,MIT
kubeclient,4.6.0,MIT
lcid,2.0.0,MIT
leven,3.1.0,MIT
levenary,1.1.1,MIT
license_finder,5.4.0,MIT
licensee,8.9.2,MIT
lie,3.1.1,MIT
lightercollective,0.3.0,ISC
linkify-it,2.1.0,MIT
liquid,4.0.3,MIT
loader-runner,2.4.0,MIT
loader-utils,1.2.3,MIT
loader-utils,1.4.0,MIT
locale,2.1.2,"ruby,LGPLv3+"
locate-path,3.0.0,MIT
locate-path,5.0.0,MIT
lodash,4.17.15,MIT
lodash.clonedeep,4.5.0,MIT
lodash.escaperegexp,4.1.2,MIT
lodash.isequal,4.5.0,MIT
lodash.isplainobject,4.0.6,MIT
lodash.isstring,4.0.1,MIT
lodash.mergewith,4.6.2,MIT
lograge,0.10.0,MIT
loofah,2.4.0,MIT
loose-envify,1.4.0,MIT
lower-case,1.1.4,MIT
lowlight,1.11.0,MIT
lru-cache,4.1.5,ISC
lru-cache,5.1.1,ISC
lru_redux,1.1.0,MIT
lz-string,1.4.4,WTFPL
mail,2.7.1,MIT
make-dir,2.1.0,MIT
make-dir,3.0.0,MIT
make-error,1.3.5,ISC
mamacro,0.0.3,MIT
map-age-cleaner,0.1.3,MIT
map-cache,0.2.2,MIT
map-visit,1.0.0,MIT
marcel,0.3.3,MIT
marginalia,1.8.0,MIT
markdown-it,8.4.2,MIT
marked,0.3.19,MIT
md5.js,1.3.4,MIT
mdurl,1.0.1,MIT
media-typer,0.3.0,MIT
mem,4.3.0,MIT
memoist,0.16.0,MIT
memory-fs,0.4.1,MIT
memory_profiler,0.9.14,MIT
merge-descriptors,1.0.1,MIT
merge-source-map,1.1.0,MIT
mermaid,8.4.8,MIT
method_source,0.9.2,MIT
methods,1.1.2,MIT
micromatch,3.1.10,MIT
miller-rabin,4.0.1,MIT
mime,1.6.0,MIT
mime,2.4.4,MIT
mime-db,1.40.0,MIT
mime-types,2.1.24,MIT
mime-types,3.2.2,MIT
mime-types-data,3.2019.0331,MIT
mimemagic,0.3.3,MIT
mimic-fn,2.1.0,MIT
mini_magick,4.9.5,MIT
mini_mime,1.0.2,MIT
mini_portile2,2.4.0,MIT
minify,4.1.2,MIT
minimalistic-assert,1.0.0,ISC
minimalistic-crypto-utils,1.0.1,MIT
minimatch,3.0.4,ISC
minimist,0.0.8,MIT
minimist,1.2.0,MIT
minipass,2.3.5,ISC
minipass,3.1.1,ISC
minipass-collect,1.0.2,ISC
minipass-flush,1.0.5,ISC
minipass-pipeline,1.2.2,ISC
minizlib,1.2.1,MIT
mississippi,3.0.0,Simplified BSD
mixin-deep,1.3.2,MIT
mkdirp,0.5.1,MIT
moment,2.24.0,MIT
moment-mini,2.22.1,MIT
monaco-editor,0.18.1,MIT
monaco-editor-webpack-plugin,1.7.0,MIT
mousetrap,1.4.6,Apache 2.0
move-concurrently,1.0.1,ISC
ms,2.0.0,MIT
ms,2.1.1,MIT
msgpack,1.3.1,Apache 2.0
multi_json,1.14.1,MIT
multi_xml,0.6.0,MIT
multipart-post,2.1.1,MIT
murmurhash3,0.1.6,MIT
mustermann,1.0.3,MIT
mustermann-grape,1.0.0,MIT
nakayoshi_fork,0.0.4,MIT
nan,2.14.0,MIT
nanomatch,1.2.13,MIT
needle,2.4.0,MIT
negotiator,0.6.2,MIT
neo-async,2.6.1,MIT
net-ldap,0.16.2,MIT
net-ntp,2.1.3,MIT
net-ssh,5.2.0,MIT
netrc,0.11.0,MIT
nice-try,1.0.5,MIT
nio4r,2.5.2,MIT
no-case,2.3.2,MIT
node-ensure,0.0.0,MIT
node-fetch,2.6.0,MIT
node-libs-browser,2.2.1,MIT
node-pre-gyp,0.12.0,New BSD
node-releases,1.1.50,MIT
nokogiri,1.10.8,MIT
nokogumbo,1.5.0,Apache 2.0
nopt,4.0.1,ISC
normalize-path,2.1.1,MIT
normalize-path,3.0.0,MIT
npm-bundled,1.0.6,ISC
npm-packlist,1.4.1,ISC
npm-run-path,2.0.2,MIT
npmlog,4.1.2,ISC
number-is-nan,1.0.1,MIT
numerizer,0.2.0,MIT
oauth,0.5.4,MIT
oauth2,1.4.1,MIT
object-assign,4.1.1,MIT
object-copy,0.1.0,MIT
object-keys,1.1.1,MIT
object-visit,1.0.1,MIT
object.assign,4.1.0,MIT
object.pick,1.3.0,MIT
octokit,4.15.0,MIT
omniauth,1.9.0,MIT
omniauth-auth0,2.0.0,MIT
omniauth-authentiq,0.3.3,MIT
omniauth-azure-oauth2,0.0.10,MIT
omniauth-cas3,1.1.4,MIT
omniauth-facebook,4.0.0,MIT
omniauth-github,1.4.0,MIT
omniauth-gitlab,1.0.3,MIT
omniauth-google-oauth2,0.6.0,MIT
omniauth-kerberos,0.3.0,MIT
omniauth-multipassword,0.4.2,MIT
omniauth-oauth,1.1.0,MIT
omniauth-oauth2,1.6.0,MIT
omniauth-oauth2-generic,0.2.2,MIT
omniauth-salesforce,1.0.5,MIT
omniauth-saml,1.10.0,MIT
omniauth-shibboleth,1.3.0,MIT
omniauth-twitter,1.4.0,MIT
omniauth-ultraauth,0.0.2,MIT
omniauth_crowd,2.2.3,MIT
omniauth_openid_connect,0.3.3,MIT
on-finished,2.3.0,MIT
once,1.4.0,ISC
opener,1.5.1,(WTFPL OR MIT)
openid_connect,1.1.8,MIT
opentracing,0.5.0,Apache 2.0
optimism,0.10.3,MIT
optimist,3.0.0,MIT
orderedmap,1.0.0,MIT
org-ruby,0.9.12,MIT
orm_adapter,0.5.0,MIT
os,1.0.0,MIT
os-browserify,0.3.0,MIT
os-homedir,1.0.2,MIT
os-locale,3.1.0,MIT
os-tmpdir,1.0.2,MIT
osenv,0.1.5,ISC
p-defer,1.0.0,MIT
p-finally,1.0.0,MIT
p-is-promise,2.1.0,MIT
p-limit,2.2.2,MIT
p-locate,3.0.0,MIT
p-locate,4.1.0,MIT
p-map,3.0.0,MIT
p-try,2.2.0,MIT
pako,1.0.6,(MIT AND Zlib)
parallel-transform,1.1.0,MIT
param-case,2.1.1,MIT
parse-asn1,5.1.0,ISC
parse-passwd,1.0.0,MIT
parseurl,1.3.3,MIT
parslet,1.8.2,MIT
pascalcase,0.1.1,MIT
path-browserify,0.0.1,MIT
path-dirname,1.0.2,MIT
path-exists,3.0.0,MIT
path-exists,4.0.0,MIT
path-is-absolute,1.0.1,MIT
path-key,2.0.1,MIT
path-parse,1.0.6,MIT
path-to-regexp,0.1.7,MIT
path-type,3.0.0,MIT
pbkdf2,3.0.14,MIT
pdfjs-dist,2.1.266,Apache 2.0
peek,1.1.0,MIT
pg,1.2.2,Simplified BSD
pify,3.0.0,MIT
pify,4.0.1,MIT
pikaday,1.8.0,MIT
pkg-dir,3.0.0,MIT
pkg-dir,4.2.0,MIT
po_to_json,1.0.1,MIT
popper.js,1.16.1,MIT
portal-vue,2.1.6,MIT
posix-character-classes,0.1.1,MIT
postcss,6.0.23,MIT
postcss,7.0.27,MIT
postcss-modules-extract-imports,1.2.1,ISC
postcss-modules-local-by-default,1.2.0,MIT
postcss-modules-scope,1.1.0,ISC
postcss-modules-values,1.3.0,ISC
postcss-selector-parser,6.0.2,MIT
postcss-value-parser,3.3.1,MIT
premailer,1.11.1,New BSD
premailer-rails,1.10.3,MIT
prettier,1.18.2,MIT
prismjs,1.6.0,MIT
private,0.1.8,MIT
process,0.11.10,MIT
process-nextick-args,1.0.7,MIT
process-nextick-args,2.0.1,MIT
prometheus-client-mmap,0.10.0,Apache 2.0
promise-inflight,1.0.1,ISC
prosemirror-commands,1.0.7,MIT
prosemirror-dropcursor,1.1.1,MIT
prosemirror-gapcursor,1.0.3,MIT
prosemirror-history,1.0.3,MIT
prosemirror-inputrules,1.0.1,MIT
prosemirror-keymap,1.0.1,MIT
prosemirror-markdown,1.3.0,MIT
prosemirror-model,1.6.4,MIT
prosemirror-schema-list,1.0.1,MIT
prosemirror-state,1.2.2,MIT
prosemirror-tables,0.7.10,MIT
prosemirror-transform,1.1.3,MIT
prosemirror-utils,0.7.5,Apache 2.0
prosemirror-view,1.6.8,MIT
proto-list,1.2.4,ISC
proxy-addr,2.0.5,MIT
prr,1.0.1,MIT
pseudomap,1.0.2,ISC
public-encrypt,4.0.0,MIT
public_suffix,4.0.3,MIT
pump,2.0.1,MIT
pump,3.0.0,MIT
pumpify,1.5.1,MIT
punycode,1.3.2,MIT
punycode,1.4.1,MIT
punycode,2.1.1,MIT
pyu-ruby-sasl,0.0.3.3,MIT
qs,6.7.0,New BSD
querystring,0.2.0,MIT
querystring-es3,0.2.1,MIT
raabro,1.1.6,MIT
rack,2.0.9,MIT
rack-accept,0.4.5,MIT
rack-attack,6.2.0,MIT
rack-cors,1.0.6,MIT
rack-oauth2,1.9.3,MIT
rack-protection,2.0.5,MIT
rack-proxy,0.6.0,MIT
rack-test,1.1.0,MIT
rack-timeout,0.5.1,MIT
rails,6.0.2,MIT
rails-dom-testing,2.0.3,MIT
rails-html-sanitizer,1.3.0,MIT
rails-i18n,6.0.0,MIT
railties,6.0.2,MIT
rainbow,3.0.0,MIT
raindrops,0.19.0,LGPL-2.1+
rake,12.3.3,MIT
randombytes,2.0.6,MIT
randomfill,1.0.4,MIT
range-parser,1.2.1,MIT
raphael,2.2.7,MIT
raw-body,2.4.0,MIT
raw-loader,4.0.0,MIT
rbtrace,0.4.11,MIT
rc,1.2.8,(BSD-2-Clause OR MIT OR Apache-2.0)
rdoc,6.1.2,ruby
re2,1.1.1,New BSD
readable-stream,2.0.6,MIT
readable-stream,2.3.6,MIT
readdirp,2.2.1,MIT
recaptcha,4.13.1,MIT
recursive-open-struct,1.1.0,MIT
redis,4.1.3,MIT
redis-actionpack,5.2.0,MIT
redis-activesupport,5.2.0,MIT
redis-namespace,1.6.0,MIT
redis-rack,2.1.2,MIT
redis-rails,5.0.2,MIT
redis-store,1.8.1,MIT
regenerate,1.4.0,MIT
regenerate-unicode-properties,8.1.0,MIT
regenerator-transform,0.14.1,MIT
regex-not,1.0.2,MIT
regexp_parser,1.5.1,MIT
regexp_property_values,0.3.4,MIT
regexpu-core,4.6.0,MIT
regjsgen,0.5.0,MIT
regjsparser,0.6.0,Simplified BSD
relateurl,0.2.7,MIT
remove-trailing-separator,1.1.0,ISC
repeat-element,1.1.3,MIT
repeat-string,1.6.1,MIT
representable,3.0.4,MIT
request_store,1.3.1,MIT
require-directory,2.1.1,MIT
require-main-filename,2.0.0,ISC
require-package-name,2.0.1,MIT
resize-observer-polyfill,1.5.1,MIT
resolve,1.15.0,MIT
resolve-cwd,2.0.0,MIT
resolve-dir,1.0.1,MIT
resolve-from,3.0.0,MIT
resolve-url,0.2.1,MIT
responders,3.0.0,MIT
rest-client,2.0.2,MIT
ret,0.1.15,MIT
retriable,3.1.2,MIT
rimraf,2.7.1,ISC
rinku,2.0.0,ISC
ripemd160,2.0.1,MIT
rope-sequence,1.2.2,MIT
rotp,2.1.2,MIT
rouge,3.17.0,MIT
rqrcode,0.7.0,MIT
rqrcode-rails3,0.1.7,MIT
ruby-enum,0.7.2,MIT
ruby-fogbugz,0.2.1,MIT
ruby-prof,1.0.0,Simplified BSD
ruby-progressbar,1.10.1,MIT
ruby-saml,1.7.2,MIT
ruby-statistics,2.1.2,MIT
ruby_parser,3.13.1,MIT
rubyntlm,0.6.2,MIT
rubypants,0.2.0,BSD
rubyzip,2.0.0,Simplified BSD
rugged,0.28.4.1,MIT
run-queue,1.0.3,ISC
rw,1.3.3,New BSD
safe-buffer,5.1.2,MIT
safe-regex,1.1.0,MIT
safe_yaml,1.0.4,MIT
safer-buffer,2.1.2,MIT
sanitize,4.6.6,MIT
sanitize-html,1.22.0,MIT
sassc,2.0.1,MIT
sassc-rails,2.1.0,MIT
sawyer,0.8.2,MIT
sax,1.2.1,ISC
sax,1.2.4,ISC
schema-utils,0.4.5,MIT
schema-utils,1.0.0,MIT
schema-utils,2.6.4,MIT
scope-css,1.2.1,MIT
seed-fu,2.3.7,MIT
select,1.1.2,MIT
select2,3.5.2-browserify,Apache*
semver,5.7.1,ISC
semver,6.3.0,ISC
semver,7.0.0,ISC
send,0.17.1,MIT
sentry-raven,2.9.0,Apache 2.0
serialize-javascript,2.1.2,New BSD
serve-static,1.14.1,MIT
set-blocking,2.0.0,ISC
set-value,2.0.1,MIT
setimmediate,1.0.5,MIT
setprototypeof,1.1.1,ISC
settingslogic,2.0.9,MIT
sexp_processor,4.12.0,MIT
sha.js,2.4.10,MIT
shebang-command,1.2.0,MIT
shebang-regex,1.0.0,MIT
sidekiq,5.2.7,LGPL
sidekiq-cron,1.0.4,MIT
sigmund,1.0.1,ISC
signal-exit,3.0.2,ISC
signet,0.11.0,Apache 2.0
sixarm_ruby_unaccent,1.2.0,"Apache 2.0,Artistic-2.0,New BSD,GPL-3.0,MIT,Mozilla Public License 2.0"
slack-messenger,2.3.3,MIT
slash,1.0.0,MIT
slugify,1.3.1,MIT
smooshpack,0.0.62,LGPL
snapdragon,0.8.2,MIT
snapdragon-node,2.1.1,MIT
snapdragon-util,3.0.1,MIT
snowplow-tracker,0.6.1,Apache 2.0
sortablejs,1.10.2,MIT
source-list-map,2.0.0,MIT
source-map,0.5.0,New BSD
source-map,0.5.7,New BSD
source-map,0.6.1,New BSD
source-map-resolve,0.5.2,MIT
source-map-support,0.5.13,MIT
source-map-url,0.4.0,MIT
split-string,3.1.0,MIT
sprintf-js,1.0.3,New BSD
sprockets,3.7.2,MIT
sprockets-rails,3.2.1,MIT
sql.js,0.4.0,MIT
srcset,2.0.1,MIT
sshkey,2.0.0,MIT
ssri,6.0.1,ISC
ssri,7.1.0,ISC
stackprof,0.2.15,MIT
state_machines,0.5.0,MIT
state_machines-activemodel,0.7.1,MIT
state_machines-activerecord,0.6.0,MIT
static-extend,0.1.2,MIT
statuses,1.5.0,MIT
stickyfilljs,2.1.0,MIT
stream-browserify,2.0.1,MIT
stream-each,1.2.2,MIT
stream-http,2.8.2,MIT
stream-shift,1.0.0,MIT
string-width,1.0.2,MIT
string-width,2.1.1,MIT
string-width,3.1.0,MIT
string_decoder,0.10.31,MIT
string_decoder,1.1.1,MIT
strip-ansi,3.0.1,MIT
strip-ansi,4.0.0,MIT
strip-ansi,5.2.0,MIT
strip-css-comments,3.0.0,MIT
strip-eof,1.0.0,MIT
strip-json-comments,2.0.1,MIT
style-loader,1.1.3,MIT
supports-color,2.0.0,MIT
supports-color,5.5.0,MIT
supports-color,6.1.0,MIT
svg4everybody,2.1.9,CC0-1.0
swagger-ui-dist,3.24.3,Apache 2.0
swd,1.1.2,MIT
symbol-observable,1.2.0,MIT
sys-filesystem,1.1.6,Artistic 2.0
tapable,1.1.3,MIT
tar,4.4.8,ISC
temple,0.8.2,MIT
terser,4.3.1,Simplified BSD
terser-webpack-plugin,1.4.3,MIT
text,1.3.1,MIT
textextensions,2.2.0,MIT
thor,0.20.3,MIT
thread_safe,0.3.6,Apache 2.0
three,0.84.0,MIT
three-orbit-controls,82.1.0,MIT
three-stl-loader,1.0.4,MIT
thrift,0.11.0.0,Apache 2.0
throttle-debounce,2.0.1,MIT
through2,2.0.5,MIT
tilt,2.0.10,MIT
timeago.js,4.0.2,MIT
timers-browserify,2.0.10,MIT
timfel-krb5-auth,0.8.3,LGPL
tiny-emitter,2.0.2,MIT
tiptap,1.8.0,MIT
tiptap-commands,1.4.0,MIT
tiptap-extensions,1.8.0,MIT
tiptap-utils,1.1.1,MIT
to-arraybuffer,1.0.1,MIT
to-fast-properties,2.0.0,MIT
to-object-path,0.3.0,MIT
to-regex,3.0.2,MIT
to-regex-range,2.1.1,MIT
toggle-selection,1.0.6,MIT
toidentifier,1.0.0,MIT
toml,0.2.0,MIT
toml-rb,1.0.0,MIT
tributejs,4.1.3,MIT
truncato,0.7.11,MIT
try-catch,2.0.0,MIT
try-to-catch,1.1.1,MIT
tryer,1.0.0,MIT
ts-invariant,0.3.2,MIT
ts-invariant,0.4.4,MIT
ts-jest,24.0.0,MIT
tslib,1.9.3,Apache 2.0
tty-browserify,0.0.0,MIT
type-fest,0.5.2,(MIT OR CC0-1.0)
type-is,1.6.18,MIT
typedarray,0.0.6,MIT
tzinfo,1.2.6,MIT
u2f,0.2.1,MIT
uber,0.1.0,MIT
uc.micro,1.0.5,MIT
uglifier,2.7.2,MIT
uglify-js,3.6.0,Simplified BSD
underscore,1.9.2,MIT
unf,0.1.4,BSD
unf_ext,0.0.7.5,MIT
unfetch,4.1.0,MIT
unicode-canonical-property-names-ecmascript,1.0.4,MIT
unicode-match-property-ecmascript,1.0.4,MIT
unicode-match-property-value-ecmascript,1.1.0,MIT
unicode-property-aliases-ecmascript,1.0.4,MIT
unicode_utils,1.4.0,MIT
unicorn,5.4.1,ruby
unicorn-worker-killer,0.4.4,ruby
union-value,1.0.1,MIT
uniq,1.0.1,MIT
unique-filename,1.1.1,ISC
unique-slug,2.0.0,ISC
unleash,0.1.5,Apache 2.0
unpipe,1.0.0,MIT
unset-value,1.0.0,MIT
upath,1.2.0,MIT
upper-case,1.1.3,MIT
uri-js,4.2.2,Simplified BSD
urix,0.1.0,MIT
url,0.10.3,MIT
url,0.11.0,MIT
url-loader,3.0.0,MIT
url-search-params-polyfill,5.1.0,MIT
use,3.1.1,MIT
util,0.10.3,MIT
util,0.11.1,MIT
util-deprecate,1.0.2,MIT
utils-merge,1.0.1,MIT
uuid,3.3.2,MIT
v8-compile-cache,2.0.3,MIT
validate_email,0.1.6,MIT
validate_url,1.0.8,MIT
validates_hostname,1.0.6,MIT
vary,1.1.2,MIT
version_sorter,2.2.4,MIT
virtus,1.0.5,MIT
visibilityjs,1.2.4,MIT
vm-browserify,1.1.0,MIT
vmstat,2.3.0,MIT
vue,2.6.10,MIT
vue-apollo,3.0.0-beta.28,ISC
vue-functional-data-merge,3.1.0,MIT
vue-hot-reload-api,2.3.0,MIT
vue-loader,15.9.0,MIT
vue-router,3.0.2,MIT
vue-runtime-helpers,1.1.2,MIT
vue-style-loader,4.1.0,MIT
vue-template-compiler,2.6.10,MIT
vue-template-es2015-compiler,1.9.1,MIT
vue-virtual-scroll-list,1.4.4,MIT
vuedraggable,2.23.0,MIT
vuex,3.1.0,MIT
w3c-keyname,1.1.8,MIT
warden,1.2.8,MIT
watchpack,1.6.0,MIT
webfinger,1.1.0,MIT
webpack,4.42.0,MIT
webpack-bundle-analyzer,3.6.0,MIT
webpack-cli,3.3.11,MIT
webpack-log,2.0.0,MIT
webpack-rails,0.9.11,MIT
webpack-sources,1.4.3,MIT
webpack-stats-plugin,0.3.1,MIT
websocket-driver,0.7.1,Apache 2.0
websocket-extensions,0.1.4,Apache 2.0
which,1.3.1,ISC
which-module,2.0.0,ISC
wide-align,1.1.3,ISC
wikicloth,0.8.1,MIT
with_env,1.1.0,MIT
worker-farm,1.7.0,MIT
worker-loader,2.0.0,MIT
wrap-ansi,5.1.0,MIT
wrappy,1.0.2,ISC
ws,6.2.1,MIT
xml-simple,1.1.5,ruby
xml2js,0.4.19,MIT
xmlbuilder,9.0.7,MIT
xmlhttprequest,1.8.0,MIT
xtend,4.0.2,MIT
xterm,3.5.0,MIT
y18n,4.0.0,ISC
yallist,2.1.2,ISC
yallist,3.0.3,ISC
yallist,4.0.0,ISC
yargs,13.2.4,MIT
yargs-parser,10.1.0,ISC
yargs-parser,13.1.1,ISC
zeitwerk,2.2.2,MIT
zen-observable,0.8.11,MIT
zen-observable-ts,0.8.18,MIT
zrender,4.2.0,New BSD
